type,row.id,label,abstract,affiliation,author,doi,issn,journal,keywords,language,pages,source,title,volume,year,duplicate_group,n_duplicates,relevant,MRSA-SA,ESBL-ENT,FUNGI,VIRUS,GENERAL,MABres,MABgeneres,MAFres,MAFgeneres,wasMARtested,notes,,,,
pig,222,Dohmen_2017_ENVIRESE,"Livestock can carry extended-spectrum beta-lactamase (ESBL)-producing Enterobacteriaceae, with blac being most prevalent. ESBL carriage in farmers is associated with ESBL carriage in animals, with direct animal human contact considered as the dominant route of transmission. However, inhalation of stable air might represent another route of transmission. We, therefore, quantified presence of bla(CTX-M) group 1 genes (CTX-Mgrl) in dust and the association with CTX-M-grl carriage in pig farmers, family members and employees. We included 131 people living and/or working on 32 conventional Dutch pig production farms (farmers, family members and employees) during two sampling moments over a 12 -month interval. Human stool samples, rectal swabs from 60 pigs per farm, and 2-5 dust samples collected using an electrostatic dust collector (EDC) (as a proxy for presence of viable CTX-M-grl carrying bacteria in air) were obtained per farm. Presence of ESBLproducing Escherichia Coli (E. colt) in stool samples and rectal swabs was determined by selective plating and CTX-M-grl was identified by PCR. Dust samples were analyzed directly by PCR for presence of CTX-M-grl. Questionnaires were used to collect information on nature, intensity and duration of animal contact. Overall human prevalence of CIX-M-grl carriage was 3.6\%. CTX-M-grl was detected in dust on 26\% of the farms and in pigs on 35\% of the farms, on at least one sampling moment. Human CTX-M-grl carriage and presence of CIX-M-grl in dust were associated univariately (OR=12.4, 95\% CI=2.7-57.1). In multivariate analysis human CTX-M-grl carriage was associated with the number of working hours per week (OR=1.03, 95\% CI=1.00-1.06), presence of CTX-M-grl carrying pigs on the farm (OR=7.4, 95\% CI=1.1-49.7) and presence of CTX-M-grl in dust (OR=3.5, 95\% CI=0.6-20.9). These results leave open the possibility of airborne CTX-M-grl transmission from animals to humans next to direct contact.","Dohmen, W (Reprint Author), Univ Utrecht, Inst Risk Assessment Sci, Utrecht, Netherlands. Dohmen, Wietske; Schmitt, Heike; Heederik, Dick, Univ Utrecht, Inst Risk Assessment Sci, Utrecht, Netherlands. Bonten, Marc, Univ Med Ctr Utrecht, Dept Med Microbiol, Utrecht, Netherlands.","Dohmen, Wietske and Schmitt, Heike and Bonten, Marc and Heederik, Dick",10.1016/j.envres.2017.03.002,0013-9351,ENVIRONMENTAL RESEARCH,Antimicrobial resistance; Airborne transmission; Pig farmers; Extended-spectrum beta-lactamase; Zoonosis,English,359-364,wos,Air exposure as a possible route for ESBL in pig farmers,155,2017,222,1,YES,N,Y,N,N,N,NOT POSSIBLE,NO,NO,NO,YES,none,,,,
poultry,456,Just_2012_ANOFOCHY,"Antibiotics are used in animal confinement buildings, such as cage-housed (CH) and floor-housed (FH) poultry operations, to lower the likeliness of disease transmission. In FH facilities, antibiotics may also be used at sub-therapeutic levels for growth promotion. Low levels of antibiotic create a selective pressure toward antimicrobial resistance (AMR) in chicken fecal bacteria. The objective of this study was to compare bacteria and AMR genes in bioaerosols from CH and FH poultry facilities. Bioaerosols were collected from 15 CH and 15 FH poultry operations, using stationary area samplers as well as personal sampling devices. Bacteria concentrations were determined by genus- or species-specific quantitative polymerase chain reaction (PCR) and AMR genes were detected using endpoint PCR. Enterococcus spp., Escherichia coli, and Staphylococcus spp. were significantly higher in bioaerosols of FH poultry operations than CH bioaerosols (P < 0.001) while Clostridium perfringens was significantly higher in area bioaerosols of CH operations than FH area bioaerosols (P < 0.05). Campylobacter spp. were detected only in bioaerosols of FH facilities. Zinc bacitracin resistance gene, bcrR, erythromycin resistance gene, ermA, and tetracycline resistance gene, tetA/C, were more prevalent in bioaerosols of FH facilities than CH bioaerosols (P < 0.01, P < 0.01, and P < 0.05, respectively). Most bacteria are more concentrated and most AMR genes are more prevalent in bioaerosols of FH poultry operations, where growth-promoting antibiotics may be used.","Duchaine, C (Reprint Author), Inst Univ Cardiol \& Pneumol Quebec, 2725 Chemin St Foy, Quebec City, PQ G1V 4G5, Canada. Letourneau, Valerie; Duchaine, Caroline, Inst Univ Cardiol \& Pneumol Quebec, Quebec City, PQ G1V 4G5, Canada. Just, Natasha A.; Singh, Baljit, Univ Saskatchewan, Dept Vet Biomed Sci, Western Coll Vet Med, Saskatoon, SK S7N 5B4, Canada. Kirychuk, Shelley P., Univ Saskatchewan, Canadian Ctr Hlth \& Safety Agr, Royal Univ Hosp, Saskatoon, SK S7N 0W8, Canada.","Just, Natasha A. and Letourneau, Valerie and Kirychuk, Shelley P. and Singh, Baljit and Duchaine, Caroline",10.1093/annhyg/mer105,Mar-78,ANNALS OF OCCUPATIONAL HYGIENE,air sampling; antimicrobial resistance; bacteria; bioaerosols; poultry,English,440-449,wos,Potentially Pathogenic Bacteria and Antimicrobial Resistance in Bioaerosols from Cage-Housed and Floor-Housed Poultry Operations,56,2012,456,2,YES,N,N,N,N,Y,NO,NO,NO,NO,NA,none,,,,
poultry,399,Hong_2012_ENVIMICR,"Given the growing concerns over human and animal health issues related to confined animal feeding operations, an in-depth examination is required to monitor for airborne bacteria and associated antibiotic resistance genes. Our 16S rRNA-based pyrosequencing revealed that the airborne microbial community skewed towards a higher abundance of Firmicutes (> 59.2\%) and Bacteroidetes (4.231.4\%) within the confinement buildings, while the office environment was predominated by Proteobacteria (55.2\%). Furthermore, bioaerosols in the confinement buildings were sporadically associated with genera of potential pathogens, and these genera were more frequently observed in the bioaerosols of pig and layer hen confinement than the turkey confinement buildings and office environment. High abundances of tetracycline resistance genes (9.55 X 102 to 1.69 X 106 copies ng-1 DNA) were also detected in the bioaerosols sampled from confinement buildings. Bacterial lineages present in the poultry bioaerosols clustered apart from those present in the pig bioaerosols and among the different phases of pig production, suggesting that different livestock as well as production phase were associated with a distinct airborne microbial community. By understanding the diversity of biotic contaminants associated with the different confinement buildings, this study facilitates the implementation of better management strategies to minimize potential health impacts on both livestock and humans working in this environment.","Mackie, RI (Reprint Author), Univ Illinois, Dept Anim Sci, 328 Mumford Hall, Urbana, IL 61801 USA. Hong, Pei-Ying; Li, Xiangzhen; Shinkai, Takumi; Mackie, Roderick I., Univ Illinois, Dept Anim Sci, Urbana, IL 61801 USA. Yang, Xufei; Zhang, Yuanhui; Wang, Xinlei, Univ Illinois, Dept Agr \& Biol Engn, Urbana, IL 61801 USA. Mackie, Roderick I., Univ Illinois, Inst Genom Biol, Urbana, IL 61801 USA.","Hong, Pei-Ying and Li, Xiangzhen and Yang, Xufei and Shinkai, Takumi and Zhang, Yuanhui and Wang, Xinlei and Mackie, Roderick I.",10.1111/j.1462-2920.2012.02726.x,1462-2912,ENVIRONMENTAL MICROBIOLOGY,NA,English,1420-1431,wos,Monitoring airborne biotic contaminants in the indoor environment of pig and poultry confinement buildings,14,2012,399,3,YES,N,N,N,N,Y,NO,YES,NO,NO,gene,duplicated,,,,
poultry,113,Brooks_2010_SCOFTHTOEN,"Poultry are known to harbor antibiotic resistant and pathogenic bacteria, and as such poultry litter and poultry house air can be contaminated with these bacteria. However, the presence of antibiotic resistant bacteria in biological aerosols and litter is largely not understood. The purpose of this study was to determine the amount of aerosolized bacteria and endotoxin, particularly fecal indicators, staphylococci, and enterococci, associated with poultry house and outdoor air. Aerosol samples were collected at multiple locations on the farm and in the house. Antibiotic resistance was investigated using the Kirby Bauer method on selected isolates using twelve different antibiotics spanning both narrow to broad spectrums of effectiveness. Overall there was a cyclical increase in bacterial concentrations as flocks progressed from pre-flock to late-flock, with >2 orders magnitude lower concentration during pre-flock periods (no chickens), in both the litter and aerosol samples. The house environment provided for significantly concentrated bacterial and endotoxin levels. It was estimated that Staphylococcus bacteria accounted for at least 90\% of cultured aerobic bacteria and culture-independent 165 rRNA analyses demonstrated that significant population changes occurred from pre- to late-flock. Rarely was an isolate resistant to more than 4 antibiotic classes; however there was a trend upwards in overall resistance of enterococci as the flock cycle progressed. It appears that although levels of antibiotic resistant bacteria were highly concentrated within the house, levels were much lower outside of the house, and very little house escape occurred. Published by Elsevier B.V.","Brooks, JP (Reprint Author), 810 Hwy 12 E, Mississippi State, MS 39762 USA. Brooks, J. P.; McLaughlin, M. R.; Miles, D. M., ARS, USDA, Genet \& Precis Agr Unit, Mississippi State, MS 39762 USA. Scheffler, B., ARS, USDA, Genet \& Bioinformat Res Unit, Stoneville, MS 38776 USA.","Brooks, J. P. and McLaughlin, M. R. and Scheffler, B. and Miles, D. M.",10.1016/j.scitotenv.2010.06.038,0048-9697,SCIENCE OF THE TOTAL ENVIRONMENT,Poultry; Aerosol; Bacteria; Antibiotic resistant; 16S rRNA,English,4770-4777,wos,Microbial and antibiotic resistant constituents associated with biological aerosols and poultry litter within a commercial poultry house,408,2010,113,3,YES,N,Y,N,N,N,NOT POSSIBLE,NO,NO,NO,YES,none,,,,
poultry,990,Vela_2012_POULSCIE,"In this study we isolated and characterized Staphylococcus xylosus, a coagulase-negative staphylococcal species considered as commensal and one of the prevalent staphylococcal species found in poultry bioaerosol. Isolates were obtained using air samplers and selective phenylethyl alcohol agar for gram-positive bacteria during 35-d periods at different times of the day. A total of 200 colonies were recovered and after basic biochemical tests were performed, presumptive staphylococci were subsequently identified by API Staph strips. A total of 153 (76.5\%) staphylococci were found, among which 84 were S. xylosus (46 and 38 isolated inside and outside, respectively). Biofilm formation was observed in 86.9\% of S. xylosus isolates, whereas 79.8\% of them showed hemolytic activity. There was a strong correlation (92.5\%) between biofilm formation and hemolytic activity. All 84 S. xylosus isolates were susceptible to amikacin, ampicillin/sulbactam, chloramphenicol, ciprofloxacin, gentamycin, kanamycin, nezolid, trimethoprim/sulfamethoxazole, and vancomycin. Resistance to nalidixic acid (86.9\%), novobiocin (85.7\%), penicillin (70.2\%), lincomycin (46.4\%), oxacillin (42.9\%), ampicillin (27.4\%), tetracycline (21.4\%), erythromycin (11.9\%), bacitracin (10.7\%), and streptomycin (2.4\%) was observed among the isolates. Resistance to tetracycline, lincomycin, erythromycin, and beta-lactam antibiotics was occasionally linked to the tetK, linA, ermB, and blaZ genes, respectively. Random amplification of polymorphic DNA results showed similarity of 15 to 99\% between isolates collected outside and inside the barn, indicating genetic diversity of these isolates. Our study indicates that characterization of poultry bioaerosol coagulase-negative staphylococcal species such as S. xylosus is necessary for assessing their safety status for both poultry and humans.","Diarra, M (Reprint Author), Agr \& Agri Food Canada, Pacific Agri Food Res Ctr, Agassiz, BC V0M 1A0, Canada. Vela, Javier; Hildebrandt, Kelsie; Metcalfe, Andrew; Rempel, Heidi; Bittman, Shabtai; Diarra, Moussa, Agr \& Agri Food Canada, Pacific Agri Food Res Ctr, Agassiz, BC V0M 1A0, Canada. Topp, Edward, Agr \& Agri Food Canada, So Crop Protect \& Food Res Ctr, London, ON N5V 4T3, Canada.","Vela, Javier and Hildebrandt, Kelsie and Metcalfe, Andrew and Rempel, Heidi and Bittman, Shabtai and Topp, Edward and Diarra, Moussa",10.3382/ps.2012-02302,0032-5791,POULTRY SCIENCE,Staphylococcus xylosus; broiler bioaerosol; antimicrobial resistance; air microbiology,English,3003-3012,wos,Characterization of Staphylococcus xylosus isolated from broiler chicken barn bioaerosol,91,2012,990,2,YES,Y,N,N,N,N,YES,NO,NO,NO,YES,none,,,,
poultry,541,Laube_2014_VETEMICR,"Although previous studies have demonstrated high carriage of ESBL/AmpC-producing Escherichia coli in livestock, especially in broiler chickens, data on emission sources of these bacteria into the environment are still rare. Therefore, this study was designed to systematically investigate the occurrence of ESBL/AmpC-producing E. coli in slurry, air (inside animal houses), ambient air (outside animal houses) and on soil surfaces in the areas surrounding of seven ESBL/AmpC-positive broiler chicken fattening farms, including investigation of the possible spread of these bacteria via the faecal route and/or exhaust air into the environment. Seven German broiler fattening farms were each investigated at three points in time (3-36 h after restocking, 14-18 and 26-35 days after housing) during one fattening period. The occurrence of ESBL/AmpC genes in the investigated samples was confirmed by PCR, detecting bla(CTX-M), bla(SHV), bla(TEM) and bla(CMY)-genes, and, if necessary, by sequencing and/or the disc diffusion method. The results showed a wide spread of ESBL/AmpC-producing E. coli in broiler farms, as well as emissions into the surroundings. 12 out of 14 (86\%) slurry samples were positive for ESBL/AmpC-producing E. coli. Additionally, 28.8\% (n = 23/80) of boot swabs taken from various surfaces in the areas surrounding of the farms as well as 7.5\% (n = 3/40) of the exhaust air samples turned out to be positive for these microorganisms. Moreover, a small proportion of air samples from inside the barns were ESBL/AmpC-positive. By comparing selected isolates using pulsed field gel electrophoresis, we proved that faecal and airborne transfer of ESBL/AmpC-producing microorganisms from broiler fattening farms to the surrounding areas is possible. Two isolates from farm G2 (slurry and boot swab 50 m downwind), two isolates from farm G3 (slurry and individual animal swab) as well as two isolates from farm G6 (air sample in the barn and air sample 50 m downwind) showed 100\% similarity in PFGE analysis. (C) 2014 Elsevier B.V. All rights reserved.","Laube, H (Reprint Author), Free Univ Berlin, Inst Anim Hyg \& Environm Hlth, Robert von Ostertag Str 7-13, D-14163 Berlin, Germany. Laube, H.; Friese, A.; von Salviati, C.; Roesler, U., Free Univ Berlin, Inst Anim Hyg \& Environm Hlth, D-14163 Berlin, Germany. Guerra, B., Fed Inst Risk Assessment, Dept Biol Safety, Natl Reference Lab Antimicrobial Resistance, D-10589 Berlin, Germany.","Laube, H. and Friese, A. and von Salviati, C. and Guerra, B. and Roesler, U.",10.1016/j.vetmic.2014.06.008,0378-1135,VETERINARY MICROBIOLOGY,Antimicrobial resistance; CTX-M; SHV; Livestock; Environment; Broiler,English,519-527,wos,Transmission of ESBL/AmpC-producing Escherichia coli from broiler chicken farms to surrounding areas,172,2014,541,2,YES,N,Y,N,N,N,NOT POSSIBLE,NO,NO,NO,YES,none,,,,
poultry,586,Liu_2012_SCOFTHTOEN,"There is a rather limited understanding concerning the antibiotic-resistance of the airborne S. aureus and the transmission of the antibiotic-resistant genes it carries Therefore, we isolated 149 S. aureus strains from the samples collected from the feces, the indoor air and the outdoor air of 6 chicken farms, and performed the research on them with 15 types of antibiotics and the REP-PCR trace identification. The 100\% homologous strains were selected to conduct the research on the carrying and transmission status of the antibiotic-resistant genes. The results revealed that 5.37\% strains (8/149) were resistant to methicillins (MRSA), and 94\% strains (140/149) were resistant to compound sulfamethoxazole, etc. In addition, these strains displayed a resistance to multiple antibiotics (4, 5 or 6 types) and there were also 3 strains resistant to 9 antibiotics. It should be noted that the antibiotic-resistance of some strains isolated from the feces, the indoor and outdoor air was basically the same, and the strains with the same REP-PCR trace identification result carried the same type of antibiotic-resistant genes. The results showed that airborne transmission not only causes the spread of epidemic diseases but also exerts threats to the public health of a community. (C) 2012 Elsevier B.V. All rights reserved.","Chai, TJ (Reprint Author), Shandong Agr Univ, Coll Anim Sci \& Vet Med, Sinogerman Cooperat Res Ctr Zoonosis Anim Origin, Daizong St 61, Tai An 271018, Shandong, Peoples R China. Liu, Dunjiang; Chai, Tongjie; Cai, Yumei; Sun, Lingyu; Hao, Haiyu, Shandong Agr Univ, Coll Anim Sci \& Vet Med, Sinogerman Cooperat Res Ctr Zoonosis Anim Origin, Tai An 271018, Shandong, Peoples R China. Xia, Xianzhu; Gao, Yuwei, Inst Mil Vet PLA, Changchun, Peoples R China. Li, Xiaoxia; Miao, Zengming, Taishan Med Univ, Dept Pathogen Biol, Tai An, Shandong, Peoples R China. Roesler, Uwe, Free Univ Berlin, Inst Anim Hyg \& Environm Hlth, Berlin, Germany.","Liu, Dunjiang and Chai, Tongjie and Xia, Xianzhu and Gao, Yuwei and Cai, Yumei and Li, Xiaoxia and Miao, Zengming and Sun, Lingyu and Hao, Haiyu and Roesler, Uwe and Wang, Jian",10.1016/j.scitotenv.2012.03.060,0048-9697,SCIENCE OF THE TOTAL ENVIRONMENT,Chicken farming environment; Aerosols of Staphylococcus aureus including MRSA; REP-PCR tracing; Antibiotic-resistance; Antibiotic-resistant genes; Significance to epidemiology and public health,English,139-145,wos,Formation and transmission of Staphylococcus aureus (including MRSA) aerosols carrying antibiotic-resistant genes in a poultry farming environment,426,2012,586,3,YES,Y,N,N,N,N,NO,YES,NO,NO,gene,none,,,,
poultry,643,Mazar_2016_ENSC..TE,"We evaluated the impact of Saharan dust storms on the local airborne microbiome in a city in the Eastern Mediterranean area. Samples of particles with diameter less than 10 mu m were collected during two spring seasons on both dusty and nondusty days. DNA was extracted, and partial 16S rRNA gene amplicons were sequenced using the Illumina platform. Bioinformatic analysis showed the effect of dust events on the diversity of the atmospheric microbiome. The relative abundance of desert soil-associated bacteria increased during dust events, while the relative abundance of anthropogenic-influenced taxa decreased. Quantitative polymerase chain reaction measurements of selected clinically significant antibiotic resistance genes (ARGs) showed that their relative abundance decreased during dust events. The ARG profiles on dust-free days were similar to those in aerosol collected in a poultry house, suggesting a strong agricultural influence on the local ambient profiles. We conclude that dust storms enrich the ambient airborne microbiome with new soil-derived bacteria that disappear as the dust settles, suggesting that the bacteria are transported attached to the dust particles. Dust storms do not seem to be an important vector for transport of probed ARGs.","Rudich, Y (Reprint Author), Weizmann Inst Sci, Dept Earth \& Planetary Sci, IL-76100 Rehovot, Israel. Mazar, Yinon; Rudich, Yinon, Weizmann Inst Sci, Dept Earth \& Planetary Sci, IL-76100 Rehovot, Israel. Cytryn, Eddie, Agr Res Org, Volcani Ctr, Inst Soil Water \& Environm Sci, IL-50250 Bet Dagan, Israel. Ere, Yigal, Hebrew Univ Jerusalem, Fredy \& Nadine Herrmann Inst Earth Sci, IL-91904 Jerusalem, Israel.","Mazar, Yinon and Cytryn, Eddie and Ere, Yigal and Rudich, Yinon",10.1021/acs.est.5b06348,0013-936X,ENVIRONMENTAL SCIENCE \& TECHNOLOGY,NA,English,4194-4202,wos,Effect of Dust Storms on the Atmospheric Microbiome in the Eastern Mediterranean,50,2016,643,2,YES,N,N,N,N,Y,NO,YES,NO,NO,gene,none,,,,
poultry,314,Gao_2017_ENVIPOLL,"Concentrated animal-feeding operations (CAFOs) are considered a source of airborne human pathogens and antibiotic resistance genes. Although bacterial abundance and diversity have been well studied, limited information on the size distribution of bioaerosols has prevented a clear understanding of the health effects of exposure to bioaerosols from CAFOs. Here, different sizes of particles were sampled from the inside and outside of atmospheric environments of layer and broiler feeding operations using 8-stage Andersen samplers. The quantitative real-time polymerase chain reaction (qPCR) and 16S rDNA-based sequencing were used to analyze the characteristics of biological abundance and diversity, respectively, according to size. The results indicated that size-related differences occurred in terms of airborne bacterial richness, diversity, and concentration at poultry-feeding operations. The richness of biological genera in the urban atmospheric environment was lower than in concentrated poultry-feeding operations. The biological diversity of airborne bacterial genera, including genera associated with potential pathogens, varied according to size. The bacterial lineages of bioaerosols present in the 7 size stages for layers clustered apart from those for broilers, suggesting that the type of poultry house is a more important factor than the particle size in shaping the microbial communities. In most cases, the concentrations of the 16S rDNA, Escherichia coli, tetW, and tetL genes increased as the particle size increased, with the geometric mean diameters varying from 4.7 to 5.8 mu m. These results regarding the size-related differences in the diversity and abundance of bioaerosols will facilitate a better understanding of the potential health impact on both poultry and humans working in such environments. (C) 2016 Elsevier Ltd. All rights reserved.","Wang, XM (Reprint Author), Beijing Acad Agr \& Forestry Sci, Beijing Agrobiotechnol Res Ctr, 9 Shuguang Middle Rd, Beijing 100097, Peoples R China. Gao, Min; Jia, Ruizhi; Qiu, Tianlei; Han, Meilin; Wang, Xuming, Beijing Acad Agr \& Forestry Sci, Beijing Key Lab Agr Genet Resources \& Biotechnol, Beijing Agrobiotechnol Res Ctr, Beijing 100097, Peoples R China.","Gao, Min and Jia, Ruizhi and Qiu, Tianlei and Han, Meilin and Wang, Xuming",10.1016/j.envpol.2016.10.101,0269-7491,ENVIRONMENTAL POLLUTION,Size distribution; Tetracycline resistance gene; Biological diversity; Airborne bacteria; Poultry operation,English,1342-1348,wos,Size-related bacterial diversity and tetracycline resistance gene abundance in the air of concentrated poultry feeding operations,220,2017,314,2,YES,N,N,N,N,Y,NO,YES,NO,NO,gene,none,,,,
poultry,93,Blaak_2015_PLOONE,"This study aimed to discern the contribution of poultry farms to the contamination of the environment with ESBL-producing Escherichia coli and therewith, potentially to the spread of these bacteria to humans and other animals. ESBL-producing E. coli were detected at all investigated laying hen farms (n = 5) and broiler farms (n = 3) in 65\% (46/71) and 81\% (57/70) of poultry faeces samples, respectively. They were detected in rinse water and runoff water (21/26; 81\%), other farm animals (11/14; 79\%), dust (21/35; 60\%), surface water adjacent to farms (20/35; 57\%), soil (48/87; 55\%), on flies (11/73; 15\%), and in barn air (2/33; 6\%). The highest prevalence and concentrations in the outdoor environment were observed in soil of free-range areas at laying hen farms (100\% of samples positive, geometric mean concentration 2.4x10(4) cfu/kg), and surface waters adjacent to broiler farms during, or shortly after, cleaning between production rounds (91\% of samples positive, geometric mean concentration 1.9x10(2) cfu/l). The diversity of ESBL-producing E. coli variants with respect to sequence type, phylogenetic group, ESBL-genotype and antibiotic resistance profile was high, especially on broiler farms where on average 16 different variants were detected, and the average Simpson's Indices of diversity (SID; 1-D) were 0.93 and 0.94 among flock and environmental isolates respectively. At laying hen farms on average nine variants were detected, with SIDs of 0.63 (flock isolates) and 0.77 (environmental isolates). Sixty percent of environmental isolates were identical to flock isolates at the same farm. The highest proportions of `flock variants' were observed in dust (94\%), run-off gullies (82\%), and barn air (67\%), followed by surface water (57\%), soil (56\%), flies (50\%) and other farm animals (35\%). The introduction of ESBL-producing E. coli from poultry farms to the environment may pose a health risk if these bacteria reach places where people may become exposed.","Blaak, H (Reprint Author), Natl Inst Publ Hlth \& Environm RIVM, Ctr Zoonoses \& Environm Microbiol, Bilthoven, Netherlands. Blaak, Hetty; van Hoek, Angela H. A. M.; Hamidjaja, Raditijo A.; van der Plaats, Rozemarijn Q. J.; Kerkhof-de Heer, Lianne; Husman, Ana Maria de Roda; Schets, Franciska M., Natl Inst Publ Hlth \& Environm RIVM, Ctr Zoonoses \& Environm Microbiol, Bilthoven, Netherlands. Husman, Ana Maria de Roda, Univ Utrecht, Inst Risk Assessment Sci, Utrecht, Netherlands.","Blaak, Hetty and van Hoek, Angela H. A. M. and Hamidjaja, Raditijo A. and van der Plaats, Rozemarijn Q. J. and Kerkhof-de Heer, Lianne and Husman, Ana Maria de Roda and Schets, Franciska M.",10.1371/journal.pone.0135402,1932-6203,PLOS ONE,NA,English,NA,wos,"Distribution, Numbers, and Diversity of ESBL-Producing E. coli in the Poultry Farm Environment",10,2015,93,3,YES,N,Y,N,N,N,NOT POSSIBLE,NO,NO,NO,YES,none,,,,
poultry,563,Li_2013_AERO,"To identify airborne dissemination of extended-spectrum beta-lactamase (ESBL)-producing Escherichia coli (E. coli) in a chicken house, airborne E. coli was collected from indoor air of a chicken house using six-stage Anderson sampler, and E. coli from chicken fecal samples were also isolated simultaneously. ESBL-producing E. coli isolates from indoor air and fecal samples were screened by a phenotypic confirmatory test according to CLSI recommendations. And then, the enterobacterial repetitive intergenic consensus polymerase chain reaction was performed to analyze the source of airborne ESBL-producing E. coli. The results showed that the ESBL-positive rates of E. coli isolates from feces and the indoor air were 56 \% (18/32) and 40 \% (6/15), respectively. Furthermore, airborne ESBL-producing E. coli isolates in the chicken house had 100 \% genetic similarities with the strains from chicken feces, indicating that ESBL-producing E. coli from chicken feces could be aerosolized and spread to the air.","Miao, ZM (Reprint Author), Taishan Med Univ, Coll Life Sci, Tai An 271018, Shandong, Peoples R China. Li, Song, Taishan Med Univ, Coll Basic Med, Tai An 271018, Shandong, Peoples R China. Zhao, Miaoqing, Shandong Prov Hosp, Dept Pathol, Jinan 265200, Shandong, Peoples R China. Li, Yanling; Zhang, Ling; Zhang, Xianzhong; Miao, Zengmin, Taishan Med Univ, Coll Life Sci, Tai An 271018, Shandong, Peoples R China.","Li, Song and Zhao, Miaoqing and Li, Yanling and Zhang, Ling and Zhang, Xianzhong and Miao, Zengmin",10.1007/s10453-012-9273-z,0393-5965,AEROBIOLOGIA,Extended-spectrum beta-lactamase (ESBL)-producing Escherichia coli (E. coli); Chicken house; Enterobacterial repetitive intergenic consensus (ERIC); Genetic similarity,English,315-319,wos,Detection and source identification of airborne extended-spectrum beta-lactamase-producing Escherichia coli isolates in a chicken house,29,2013,563,1,YES,N,Y,N,N,N,NOT POSSIBLE,NO,NO,NO,YES,none,,,,
poultry,346,Gregova_2012_ANOFAGANENME,"The aim of the study was to investigate the antibiotic resistant E. coli strains isolated from bioaerosols and surface swabs in a slaughterhouse as a possible source of poultry meat contamination. The highest air coliforms contamination was during shackling, killing and evisceration of poultry. The strains showed resistance to ampicillin (89\%), ceftiofur (62\%) and cefquinome (22\%), while resistance to ampicillin with sulbactam was only 6\%. Resistance to streptomycin and gentamicin was detected in 43\% vs. 14\% isolates; to tetracycline 33\%; to chloramphenicol and florfenicol in 10\% vs. 18\% isolates; to cotrimoxazol in 35\% isolates; to enrofloxacin in 43\% isolates. The higher MIC of ceftazidime (3.6 mg.l(-1)) and ceftriaxon (5.2 mg.l(-1)) revealed the presence of ESBLs in 43\% of isolates. From 19 selected phenotypically ESBL positive strains, 16 consisted of CMY-2 genes, while CTX-M genes were not detected by PCR. Maldi tof analysis of selected E. coli showed a clear clonal relatedness of environmental strains from various withdrawals.","Kmet, V (Reprint Author), Slovak Acad Sci, Inst Anim Physiol, Soltesovej 4, SK-04001 Kosice, Slovakia. Kmet, Vladimir, Slovak Acad Sci, Inst Anim Physiol, SK-04001 Kosice, Slovakia. Feher, Alexander, Slovak Univ Agr, Nitra, Slovakia. Gregova, Gabriela; Venglovsky, Jan, Univ Vet Med \& Pharm, Kosice, Slovakia. Kmetova, Marta, Safarik Univ, Fac Med, Dept Med \& Clin Microbiol, Kosice, Slovakia.","Gregova, Gabriela and Kmetova, Marta and Kmet, Vladimir and Venglovsky, Jan and Feher, Alexander",NA,1232-1966,ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,Escherichia coli; antibiotic resistance; ESBL; Maldi tof; poultry slaughterhouse,English,75-77,wos,Antibiotic resistance of Escherichia coli isolated from a poultry slaughterhouse,19,2012,346,3,YES,N,Y,N,N,N,NOT POSSIBLE,NO,NO,NO,YES,none,,,,
